intial len of rule 1397
Iteration over rules is done initial precision: [1.0]  final precision:[0.994314143567875]
Final Rules len 1385
========================train===================================
| Metric            |   Score |
|-------------------+---------|
| balanced accuracy |   99.29 |
| accuracy          |   99.29 |
| f1                |   99.29 |
| precision         |   99.3  |
| recall            |   99.29 |


		Classification report [train] ::
                     precision    recall  f1-score   support

Insufficient_Weight       0.99      1.00      0.99       181
      Normal_Weight       0.99      0.97      0.98       191
     Obesity_Type_I       1.00      0.99      1.00       234
    Obesity_Type_II       1.00      0.99      0.99       198
   Obesity_Type_III       1.00      1.00      1.00       216
 Overweight_Level_I       0.98      0.99      0.99       193
Overweight_Level_II       0.98      1.00      0.99       194

           accuracy                           0.99      1407
          macro avg       0.99      0.99      0.99      1407
       weighted avg       0.99      0.99      0.99      1407

================================================================
========================test===================================
| Metric            |   Score |
|-------------------+---------|
| balanced accuracy |   81.42 |
| accuracy          |   81.68 |
| f1                |   82.04 |
| precision         |   84.19 |
| recall            |   81.68 |


		Classification report [test] ::
                     precision    recall  f1-score   support

Insufficient_Weight       0.90      0.88      0.89        91
      Normal_Weight       0.83      0.57      0.68        96
     Obesity_Type_I       0.91      0.80      0.85       117
    Obesity_Type_II       0.99      0.88      0.93        99
   Obesity_Type_III       0.94      1.00      0.97       108
 Overweight_Level_I       0.76      0.73      0.74        97
Overweight_Level_II       0.54      0.83      0.65        96

           accuracy                           0.82       704
          macro avg       0.84      0.81      0.82       704
       weighted avg       0.84      0.82      0.82       704

================================================================
Rules set ::
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.256,0.376])', '(Height in [0.648,0.742])', '(Weight in [0.56,0.62])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.597])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.492,0.545])', '(SCC == 0.0)', '(FAF in [0.264,0.454])', '(TUE in [0.0,0.429])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.22])', '(Height in [0.302,0.804])', '(Weight in [0.459,0.642])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.0,0.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,1.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.146])', '(Height in [0.422,0.503])', '(Weight in [0.134,0.194])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.5,0.5])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.22,0.221])', '(Height in [0.308,0.314])', '(Weight in [0.452,0.455])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.088,0.14])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.294,0.397])', '(TUE in [0.691,0.692])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.366,0.406])', '(Height in [0.62,0.628])', '(Weight in [0.545,0.594])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.434,0.999])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.512,0.731])', '(SCC == 0.0)', '(FAF in [0.0,0.185])', '(TUE in [0.307,0.996])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Insufficient_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.086,0.095])', '(Height in [0.369,0.479])', '(Weight in [0.045,0.045])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.962,1.0])', '(SCC == 1.0)', '(FAF in [0.451,0.847])', '(TUE in [0.11,0.642])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.497,0.53])', '(Height in [0.663,0.679])', '(Weight in [0.46,0.462])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.516,0.535])', '(NCP in [0.159,0.664])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.926,1.0])', '(SCC == 0.0)', '(FAF in [0.667,0.684])', '(TUE in [0.046,0.18])', '(CALC == 1.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_I]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.341,0.902])', '(Height in [0.161,0.483])', '(Weight in [0.291,0.358])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.0,0.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.22,0.221])', '(Height in [0.308,0.314])', '(Weight in [0.452,0.455])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.088,0.14])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.294,0.397])', '(TUE in [0.691,0.692])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.995%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.105,0.249])', '(Height in [0.475,0.738])', '(Weight in [0.489,0.768])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.85])', '(SCC == 0.0)', '(FAF in [0.106,0.507])', '(TUE in [0.382,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.195,0.195])', '(Height in [0.302,0.402])', '(Weight in [0.328,0.381])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [1.0,1.0])', '(SCC == 0.0)', '(FAF in [0.0,1.0])', '(TUE in [0.0,0.5])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.05,0.053])', '(Height in [0.676,0.703])', '(Weight in [0.42,0.421])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [1.0,1.0])', '(SCC == 0.0)', '(FAF in [0.349,0.357])', '(TUE in [0.326,0.467])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.049,0.146])', '(Height in [0.422,0.704])', '(Weight in [0.127,0.254])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.0,0.0])', '(NCP in [0.667,0.667])', '(CAEC == 0.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.333,1.0])', '(TUE in [0.5,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.188,0.195])', '(Height in [0.402,0.402])', '(Weight in [0.374,0.381])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.552])', '(NCP in [0.655,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [1.0,1.0])', '(SCC == 0.0)', '(FAF in [0.0,0.211])', '(TUE in [0.5,0.5])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.195,0.244])', '(Height in [0.503,0.623])', '(Weight in [0.328,0.381])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,1.0])', '(SCC == 0.0)', '(FAF in [0.0,1.0])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.525,0.588])', '(Height in [0.603,0.603])', '(Weight in [0.597,0.6])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.851,0.865])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.503,0.515])', '(SCC == 0.0)', '(FAF in [0.108,0.198])', '(TUE in [0.21,0.377])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Overweight_Level_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.166,0.22])', '(Height in [0.083,0.101])', '(Weight in [0.174,0.179])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.0,0.159])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.498,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.108])', '(TUE in [0.0,0.259])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.337,0.341])', '(Height in [0.503,0.503])', '(Weight in [0.291,0.291])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.35])', '(SCC == 0.0)', '(FAF in [0.576,0.667])', '(TUE in [0.5,0.5])', '(CALC == 1.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_III]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.153,0.249])', '(Height in [0.475,0.704])', '(Weight in [0.489,0.867])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.676])', '(SCC == 0.0)', '(FAF in [0.106,0.351])', '(TUE in [0.343,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.122,0.244])', '(Height in [0.261,0.503])', '(Weight in [0.261,0.328])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,1.0])', '(TUE in [0.5,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.098,0.337])', '(Height in [0.635,0.704])', '(Weight in [0.321,0.358])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.032,0.5])', '(NCP in [0.997,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.514])', '(SCC == 0.0)', '(FAF in [0.272,0.667])', '(TUE in [0.447,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.439,0.479])', '(Height in [0.567,0.642])', '(Weight in [0.338,0.343])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.901])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.603,0.989])', '(SCC == 0.0)', '(FAF in [0.431,0.658])', '(TUE in [0.0,0.468])', '(CALC == 3.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.383,0.432])', '(Height in [0.391,0.493])', '(Weight in [0.455,0.476])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.898,0.982])', '(NCP in [0.374,0.377])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.566,0.663])', '(TUE in [0.0,0.31])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.052,0.058])', '(Height in [0.717,0.722])', '(Weight in [0.149,0.151])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.712,0.762])', '(NCP in [1.0,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.019,0.02])', '(CALC == 3.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.193,0.376])', '(Height in [0.615,0.742])', '(Weight in [0.605,0.62])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.986])', '(NCP in [0.602,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.481,0.492])', '(SCC == 0.0)', '(FAF in [0.264,0.528])', '(TUE in [0.0,0.252])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.355%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.154,0.249])', '(Height in [0.475,0.605])', '(Weight in [0.489,0.823])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.655])', '(SCC == 0.0)', '(FAF in [0.106,0.561])', '(TUE in [0.353,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.024,0.22])', '(Height in [0.302,0.302])', '(Weight in [0.067,0.134])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.5])', '(SCC == 0.0)', '(FAF in [0.667,1.0])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.102,0.249])', '(Height in [0.435,0.475])', '(Weight in [0.489,0.64])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.114])', '(SCC == 0.0)', '(FAF in [0.106,0.264])', '(TUE in [0.32,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.051,0.106])', '(Height in [0.638,0.669])', '(Weight in [0.125,0.127])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [1.0,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.579,0.643])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.581,0.84])', '(CALC == 3.0)', '(MTRANS == 0.0)']
		class[Normal_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.244])', '(Height in [0.201,0.241])', '(Weight in [0.082,0.119])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.0,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.667])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.198,0.206])', '(Height in [0.443,0.458])', '(Weight in [0.269,0.269])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.043,0.112])', '(TUE in [0.953,0.992])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.073,0.073])', '(Height in [0.669,0.686])', '(Weight in [0.515,0.522])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.029,0.552])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.64,0.649])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.276,0.805])', '(CALC == 3.0)', '(MTRANS == 3.0)']
